,country,year,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,living_condition,head_of_household
22789,Uganda,2018,No,Rural,No,5,51,Female,Head of Household,Widowed,No formal education,Dont Know/Refuse to answer,Widowed,Yes
22790,Uganda,2018,No,Rural,No,7,55,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22791,Uganda,2018,Yes,Rural,Yes,6,75,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22792,Uganda,2018,No,Rural,Yes,7,38,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22793,Uganda,2018,No,Rural,Yes,5,29,Female,Spouse,Married,No formal education,No Income,Living together,No
22794,Uganda,2018,Yes,Rural,Yes,14,27,Male,Parent,Married,Vocational/Specialised training,Other Income,Living together,No
22795,Uganda,2018,No,Rural,Yes,1,59,Female,Head of Household,Divorced,No formal education,Self employed,Seperated,Yes
22796,Uganda,2018,No,Rural,Yes,7,45,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22797,Uganda,2018,No,Rural,No,2,78,Female,Head of Household,Widowed,No formal education,Self employed,Widowed,Yes
22798,Uganda,2018,No,Rural,Yes,5,32,Male,Parent,Single,Secondary education,Self employed,Never Married,No
22799,Uganda,2018,No,Rural,Yes,12,68,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22800,Uganda,2018,No,Rural,Yes,5,65,Female,Spouse,Married,No formal education,Self employed,Living together,No
22801,Uganda,2018,No,Rural,Yes,11,22,Male,Parent,Married,Vocational/Specialised training,Other Income,Living together,No
22802,Uganda,2018,No,Rural,Yes,10,33,Female,Spouse,Married,No formal education,Dont Know/Refuse to answer,Living together,No
22803,Uganda,2018,No,Rural,No,1,65,Female,Head of Household,Widowed,No formal education,Other Income,Widowed,Yes
22804,Uganda,2018,Yes,Urban,Yes,6,33,Female,Spouse,Married,Secondary education,Other Income,Living together,No
22805,Uganda,2018,No,Urban,Yes,4,65,Female,Other non-relatives,Divorced,No formal education,Other Income,Seperated,No
22806,Uganda,2018,No,Urban,Yes,4,42,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22807,Uganda,2018,No,Urban,Yes,5,20,Female,Spouse,Married,Secondary education,Other Income,Living together,No
22808,Uganda,2018,No,Rural,No,1,52,Male,Head of Household,Single,No formal education,Other Income,Never Married,Yes
22809,Uganda,2018,No,Rural,Yes,2,27,Female,Head of Household,Single,Secondary education,Self employed,Never Married,Yes
22810,Uganda,2018,Yes,Rural,Yes,8,20,Female,Parent,Single,Secondary education,Self employed,Never Married,No
22811,Uganda,2018,No,Urban,Yes,4,50,Female,Spouse,Married,Primary education,No Income,Living together,No
22812,Uganda,2018,No,Urban,Yes,10,17,Female,Parent,Married,Primary education,Self employed,Living together,No
22813,Uganda,2018,No,Rural,Yes,2,51,Female,Spouse,Married,Primary education,Self employed,Living together,No
22814,Uganda,2018,No,Rural,Yes,5,43,Male,Head of Household,Divorced,Secondary education,Self employed,Seperated,Yes
22815,Uganda,2018,No,Rural,Yes,10,32,Female,Spouse,Married,Primary education,Self employed,Living together,No
22816,Uganda,2018,No,Rural,Yes,6,24,Female,Spouse,Married,Secondary education,Self employed,Living together,No
22817,Uganda,2018,No,Urban,Yes,4,21,Female,Spouse,Married,Primary education,Self employed,Living together,No
22818,Uganda,2018,Yes,Urban,No,6,27,Male,Other relative,Single,Vocational/Specialised training,Formally employed Private,Never Married,No
22819,Uganda,2018,No,Rural,Yes,7,53,Female,Head of Household,Widowed,Primary education,Other Income,Widowed,Yes
22820,Uganda,2018,No,Rural,No,5,27,Female,Other relative,Single,Primary education,Self employed,Never Married,No
22821,Uganda,2018,No,Rural,Yes,1,23,Female,Head of Household,Single,Secondary education,Formally employed Private,Never Married,Yes
22822,Uganda,2018,No,Rural,Yes,5,30,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22823,Uganda,2018,No,Rural,Yes,6,38,Female,Spouse,Married,Primary education,Self employed,Living together,No
22824,Uganda,2018,No,Urban,No,6,24,Female,Spouse,Married,Primary education,Other Income,Living together,No
22825,Uganda,2018,No,Rural,No,7,34,Female,Spouse,Married,Primary education,Self employed,Living together,No
22826,Uganda,2018,No,Urban,No,3,65,Male,Head of Household,Divorced,Primary education,Other Income,Seperated,Yes
22827,Uganda,2018,No,Rural,Yes,3,36,Female,Spouse,Married,Primary education,Self employed,Living together,No
22828,Uganda,2018,No,Rural,Yes,8,38,Male,Head of Household,Married,Primary education,Other Income,Living together,Yes
22829,Uganda,2018,No,Urban,Yes,6,24,Female,Other relative,Single,No formal education,Self employed,Never Married,No
22830,Uganda,2018,No,Rural,Yes,5,40,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22831,Uganda,2018,No,Rural,Yes,8,21,Female,Parent,Divorced,Secondary education,Self employed,Seperated,No
22832,Uganda,2018,No,Urban,Yes,6,20,Male,Other relative,Single,Vocational/Specialised training,No Income,Never Married,No
22833,Uganda,2018,No,Urban,Yes,2,20,Female,Spouse,Married,Primary education,No Income,Living together,No
22834,Uganda,2018,Yes,Urban,Yes,7,45,Male,Head of Household,Married,Tertiary education,Formally employed Private,Living together,Yes
22835,Uganda,2018,No,Urban,Yes,7,24,Female,Head of Household,Married,Secondary education,Other Income,Living together,Yes
22836,Uganda,2018,No,Urban,Yes,6,17,Male,Parent,Single,Secondary education,No Income,Never Married,No
22837,Uganda,2018,No,Rural,No,7,61,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22838,Uganda,2018,No,Rural,No,4,45,Female,Spouse,Married,No formal education,Self employed,Living together,No
22839,Uganda,2018,No,Urban,Yes,5,23,Female,Spouse,Married,Primary education,Other Income,Living together,No
22840,Uganda,2018,No,Rural,No,2,60,Female,Head of Household,Widowed,No formal education,Other Income,Widowed,Yes
22841,Uganda,2018,No,Rural,No,5,26,Female,Spouse,Married,Primary education,Self employed,Living together,No
22842,Uganda,2018,No,Rural,No,4,42,Female,Head of Household,Divorced,Primary education,Self employed,Seperated,Yes
22843,Uganda,2018,No,Urban,Yes,12,16,Female,Parent,Single,Secondary education,Other Income,Never Married,No
22844,Uganda,2018,No,Rural,Yes,7,27,Female,Spouse,Married,Secondary education,Self employed,Living together,No
22845,Uganda,2018,No,Rural,No,9,32,Female,Parent,Single,Secondary education,No Income,Never Married,No
22846,Uganda,2018,No,Urban,Yes,3,19,Male,Other relative,Single,Primary education,Other Income,Never Married,No
22847,Uganda,2018,No,Rural,Yes,11,21,Female,Parent,Single,Primary education,Other Income,Never Married,No
22848,Uganda,2018,No,Urban,No,8,36,Female,Head of Household,Widowed,Primary education,Self employed,Widowed,Yes
22849,Uganda,2018,No,Urban,Yes,6,38,Female,Spouse,Married,Secondary education,No Income,Living together,No
22850,Uganda,2018,No,Rural,Yes,2,22,Female,Spouse,Married,Secondary education,No Income,Living together,No
22851,Uganda,2018,No,Urban,Yes,4,26,Female,Spouse,Married,Secondary education,Other Income,Living together,No
22852,Uganda,2018,No,Urban,No,3,25,Female,Spouse,Married,Secondary education,Other Income,Living together,No
22853,Uganda,2018,No,Rural,Yes,14,28,Female,Spouse,Married,Primary education,Dont Know/Refuse to answer,Living together,No
22854,Uganda,2018,No,Rural,No,3,30,Female,Spouse,Married,Primary education,Self employed,Living together,No
22855,Uganda,2018,No,Rural,No,5,56,Female,Spouse,Married,No formal education,Other Income,Living together,No
22856,Uganda,2018,No,Rural,Yes,6,45,Male,Head of Household,Married,No formal education,Other Income,Living together,Yes
22857,Uganda,2018,Yes,Urban,Yes,8,42,Female,Head of Household,Married,Vocational/Specialised training,Self employed,Living together,Yes
22858,Uganda,2018,No,Rural,Yes,10,40,Female,Spouse,Married,Primary education,Other Income,Living together,No
22859,Uganda,2018,Yes,Rural,No,12,37,Male,Parent,Divorced,Secondary education,Other Income,Seperated,No
22860,Uganda,2018,No,Rural,Yes,7,16,Male,Parent,Single,Primary education,Other Income,Never Married,No
22861,Uganda,2018,No,Urban,Yes,7,42,Male,Head of Household,Married,Primary education,Other Income,Living together,Yes
22862,Uganda,2018,Yes,Rural,Yes,5,27,Female,Spouse,Married,Vocational/Specialised training,Self employed,Living together,No
22863,Uganda,2018,No,Urban,Yes,5,25,Male,Head of Household,Married,No formal education,Self employed,Living together,Yes
22864,Uganda,2018,No,Rural,No,7,20,Male,Parent,Single,No formal education,Other Income,Never Married,No
22865,Uganda,2018,No,Urban,No,3,65,Male,Head of Household,Widowed,No formal education,Other Income,Widowed,Yes
22866,Uganda,2018,No,Rural,Yes,6,20,Female,Spouse,Married,Primary education,Self employed,Living together,No
22867,Uganda,2018,No,Rural,Yes,9,56,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22868,Uganda,2018,Yes,Rural,Yes,1,29,Male,Head of Household,Married,Vocational/Specialised training,Formally employed Private,Living together,Yes
22869,Uganda,2018,No,Urban,Yes,4,26,Female,Spouse,Married,Vocational/Specialised training,Other Income,Living together,No
22870,Uganda,2018,No,Rural,Yes,2,23,Female,Spouse,Married,Primary education,Other Income,Living together,No
22871,Uganda,2018,No,Rural,Yes,2,30,Female,Head of Household,Divorced,Primary education,Self employed,Seperated,Yes
22872,Uganda,2018,No,Rural,Yes,15,25,Male,Parent,Single,Secondary education,Self employed,Never Married,No
22873,Uganda,2018,No,Rural,Yes,7,51,Male,Head of Household,Married,Secondary education,Formally employed Private,Living together,Yes
22874,Uganda,2018,No,Rural,No,4,40,Female,Spouse,Married,Primary education,Dont Know/Refuse to answer,Living together,No
22875,Uganda,2018,No,Urban,Yes,4,20,Female,Parent,Single,Vocational/Specialised training,Other Income,Never Married,No
22876,Uganda,2018,No,Rural,Yes,2,50,Male,Other non-relatives,Married,Secondary education,Self employed,Living together,No
22877,Uganda,2018,No,Rural,Yes,5,46,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22878,Uganda,2018,No,Rural,No,3,23,Female,Spouse,Married,Primary education,Other Income,Living together,No
22879,Uganda,2018,No,Rural,No,12,48,Female,Spouse,Married,Primary education,No Income,Living together,No
22880,Uganda,2018,No,Rural,Yes,6,33,Female,Spouse,Married,Primary education,Self employed,Living together,No
22881,Uganda,2018,No,Rural,No,6,34,Male,Head of Household,Divorced,Primary education,Other Income,Seperated,Yes
22882,Uganda,2018,No,Rural,No,8,55,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22883,Uganda,2018,No,Rural,No,4,27,Female,Spouse,Married,Primary education,Self employed,Living together,No
22884,Uganda,2018,No,Rural,No,4,16,Female,Parent,Single,Primary education,No Income,Never Married,No
22885,Uganda,2018,Yes,Urban,Yes,2,35,Female,Spouse,Married,Vocational/Specialised training,Other Income,Living together,No
22886,Uganda,2018,No,Rural,Yes,3,27,Female,Head of Household,Married,Vocational/Specialised training,Self employed,Living together,Yes
22887,Uganda,2018,No,Rural,Yes,2,28,Male,Head of Household,Married,Secondary education,Self employed,Living together,Yes
22888,Uganda,2018,No,Urban,No,6,65,Male,Head of Household,Married,Primary education,Formally employed Private,Living together,Yes
22889,Uganda,2018,No,Rural,Yes,1,38,Male,Head of Household,Single,Primary education,Self employed,Never Married,Yes
22890,Uganda,2018,No,Rural,Yes,7,20,Male,Child,Married,Primary education,Self employed,Living together,No
22891,Uganda,2018,No,Rural,Yes,8,58,Female,Spouse,Married,No formal education,Self employed,Living together,No
22892,Uganda,2018,No,Rural,Yes,12,53,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22893,Uganda,2018,No,Rural,Yes,4,21,Male,Head of Household,Married,Primary education,Dont Know/Refuse to answer,Living together,Yes
22894,Uganda,2018,No,Rural,No,4,29,Female,Spouse,Married,No formal education,Self employed,Living together,No
22895,Uganda,2018,No,Rural,Yes,5,60,Female,Head of Household,Divorced,No formal education,Self employed,Seperated,Yes
22896,Uganda,2018,No,Rural,Yes,4,33,Female,Head of Household,Divorced,Primary education,Self employed,Seperated,Yes
22897,Uganda,2018,No,Urban,Yes,4,17,Female,Other relative,Single,Secondary education,Other Income,Never Married,No
22898,Uganda,2018,No,Rural,Yes,7,27,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22899,Uganda,2018,No,Rural,No,5,24,Female,Spouse,Married,Primary education,Self employed,Living together,No
22900,Uganda,2018,No,Rural,Yes,6,39,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22901,Uganda,2018,No,Rural,Yes,4,34,Male,Head of Household,Married,Secondary education,Other Income,Living together,Yes
22902,Uganda,2018,No,Rural,No,6,28,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22903,Uganda,2018,No,Rural,Yes,5,45,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22904,Uganda,2018,No,Rural,No,1,65,Female,Head of Household,Widowed,Primary education,Self employed,Widowed,Yes
22905,Uganda,2018,No,Rural,Yes,2,20,Female,Spouse,Married,Primary education,Other Income,Living together,No
22906,Uganda,2018,No,Rural,Yes,4,29,Male,Head of Household,Married,Secondary education,Self employed,Living together,Yes
22907,Uganda,2018,No,Rural,Yes,4,45,Female,Head of Household,Married,Primary education,Self employed,Living together,Yes
22908,Uganda,2018,No,Rural,Yes,3,36,Female,Head of Household,Married,Secondary education,No Income,Living together,Yes
22909,Uganda,2018,No,Rural,Yes,3,48,Female,Head of Household,Divorced,Primary education,Self employed,Seperated,Yes
22910,Uganda,2018,No,Urban,Yes,6,48,Female,Spouse,Married,Vocational/Specialised training,Other Income,Living together,No
22911,Uganda,2018,No,Rural,Yes,2,49,Female,Spouse,Married,Primary education,Self employed,Living together,No
22912,Uganda,2018,No,Urban,Yes,4,48,Female,Spouse,Married,Primary education,Other Income,Living together,No
22913,Uganda,2018,No,Urban,Yes,3,21,Female,Spouse,Married,Secondary education,Other Income,Living together,No
22914,Uganda,2018,No,Rural,No,3,18,Female,Spouse,Married,Primary education,Self employed,Living together,No
22915,Uganda,2018,No,Rural,Yes,4,35,Male,Head of Household,Married,Secondary education,Other Income,Living together,Yes
22916,Uganda,2018,No,Rural,Yes,8,19,Female,Parent,Single,Secondary education,No Income,Never Married,No
22917,Uganda,2018,No,Rural,Yes,3,36,Female,Spouse,Married,Primary education,Self employed,Living together,No
22918,Uganda,2018,No,Rural,Yes,1,32,Male,Head of Household,Married,Primary education,Other Income,Living together,Yes
22919,Uganda,2018,Yes,Urban,Yes,10,17,Male,Other relative,Single,Secondary education,Other Income,Never Married,No
22920,Uganda,2018,Yes,Rural,Yes,5,30,Male,Head of Household,Married,Secondary education,Self employed,Living together,Yes
22921,Uganda,2018,No,Rural,Yes,5,51,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22922,Uganda,2018,No,Rural,Yes,4,28,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
22923,Uganda,2018,No,Rural,No,5,54,Female,Spouse,Married,Primary education,Self employed,Living together,No
22924,Uganda,2018,Yes,Urban,Yes,7,30,Male,Head of Household,Married,Vocational/Specialised training,Formally employed Private,Living together,Yes
22925,Uganda,2018,No,Urban,Yes,6,18,Female,Child,Single,Primary education,Other Income,Never Married,No
22926,Uganda,2018,No,Rural,Yes,6,36,Male,Head of Household,Married,Primary education,Other Income,Living together,Yes
